1000 10000
935 933 69
936 283 17
936 285 27
936 350 83
936 460 17
936 762 71
937 19 57
937 25 43
937 124 67
937 125 93
937 221 21
937 305 20
937 324 34
937 649 77
937 685 38
937 952 66
938 13 93
938 56 77
938 204 51
938 263 7
938 303 31
938 309 75
938 432 95
938 468 33
938 547 28
938 715 31
938 765 90
939 30 51
939 94 8
939 121 7
939 178 76
939 551 71
939 571 90
939 665 41
939 894 30
940 22 39
940 81 13
940 389 55
940 399 44
940 420 62
940 497 12
940 776 94
940 790 28
940 798 76
940 847 6
940 980 77
941 14 17
941 171 67
941 335 49
941 417 63
941 484 24
941 535 95
941 675 75
941 692 75
941 724 45
941 897 36
941 903 7
942 9 89
942 15 76
942 144 18
942 146 25
942 185 81
942 199 73
942 217 91
942 306 39
942 355 63
942 394 39
942 462 75
942 506 52
942 522 63
942 532 57
942 570 31
942 609 67
942 628 4
942 837 92
943 97 57
943 145 42
943 183 85
943 199 71
943 255 18
943 262 23
943 285 51
943 291 86
943 332 61
943 602 75
943 691 49
943 737 7
943 889 94
944 316 9
944 347 18
944 618 76
944 892 82
945 92 41
945 322 71
945 436 36
945 516 79
945 625 75
945 643 67
945 687 71
945 918 90
945 955 20
945 993 82
946 256 25
946 359 17
946 565 73
946 692 95
946 765 88
946 780 55
946 792 85
946 850 32
946 924 92
947 82 34
947 125 54
947 221 38
947 256 12
947 280 71
947 337 43
947 410 46
947 445 5
947 579 62
947 628 19
947 728 40
947 754 63
947 788 22
947 920 59
948 96 59
948 131 45
948 208 50
948 259 77
948 279 41
948 668 47
948 903 100
949 30 66
949 100 93
949 137 67
949 209 31
949 461 24
949 469 11
949 587 37
949 692 78
949 876 86
949 897 20
950 50 76
950 105 15
950 259 25
950 262 56
950 341 32
950 381 78
950 722 63
950 769 53
950 774 22
951 9 49
951 77 28
951 173 92
951 195 31
951 397 55
951 492 94
951 576 13
951 880 57
951 895 65
951 908 7
952 32 5
952 107 46
952 108 72
952 155 60
952 215 5
952 554 67
952 792 84
952 798 86
952 800 16
952 859 82
952 934 34
952 976 10
953 1 33
953 71 8
953 349 37
953 360 35
953 479 68
953 564 94
953 770 27
953 848 18
953 930 92
954 15 57
954 83 32
954 128 56
954 323 53
954 340 19
954 498 76
954 499 98
954 599 37
954 748 47
954 757 6
954 797 22
954 806 22
954 809 26
954 961 38
955 438 17
955 503 83
955 684 16
955 798 85
955 818 58
955 864 75
956 229 93
956 322 63
956 447 42
956 483 40
956 493 39
956 652 6
956 762 53
956 870 41
956 917 4
956 925 80
956 964 27
957 241 7
957 370 46
957 441 97
957 598 10
957 624 98
957 694 85
957 794 66
957 837 61
957 936 6
958 12 5
958 17 51
958 87 68
958 122 98
958 151 32
958 177 30
958 183 48
958 279 74
958 410 56
958 598 44
958 688 17
958 985 91
959 89 95
959 340 12
959 458 69
959 508 91
959 636 12
959 650 97
959 758 40
959 882 64
959 974 11
960 105 47
960 170 5
960 237 18
960 311 22
960 321 86
960 347 83
960 373 50
960 398 9
960 961 61
960 974 31
961 12 74
961 108 67
961 120 78
961 131 74
961 290 50
961 430 21
961 529 32
961 575 36
961 588 94
961 621 10
961 668 1
961 765 29
961 799 69
961 869 72
961 891 94
961 926 4
962 27 22
962 145 93
962 395 13
962 602 79
962 742 41
963 21 21
963 84 52
963 252 57
963 367 47
963 526 29
963 531 98
963 645 1
963 962 98
964 36 15
964 366 18
964 446 82
964 451 2
964 532 34
964 534 39
964 557 41
964 753 40
964 834 55
964 896 76
964 920 60
965 14 18
965 154 90
965 166 63
965 223 84
965 285 92
965 331 58
965 431 43
965 439 1
965 546 45
965 560 78
965 844 9
965 878 3
966 64 20
966 106 35
966 189 9
966 209 90
966 254 22
966 325 87
966 531 81
966 618 12
966 623 84
966 636 31
966 738 92
966 811 50
966 949 43
966 981 14
967 29 93
967 106 85
967 168 49
967 198 51
967 204 30
967 293 36
967 349 29
967 404 37
967 427 54
967 459 66
967 503 62
967 729 13
967 774 16
967 858 10
967 859 30
967 934 61
967 947 37
967 973 13
968 5 97
968 55 74
968 87 63
968 211 61
968 241 41
968 255 92
968 432 9
968 466 53
968 525 19
968 655 60
968 675 65
968 887 52
969 57 96
969 61 22
969 76 79
969 107 61
969 353 62
969 571 32
969 671 8
969 739 27
969 746 88
969 829 99
970 9 82
970 248 25
970 403 83
970 422 12
970 568 26
970 594 93
970 628 13
970 633 48
970 707 37
970 710 60
970 844 25
970 946 71
971 23 58
971 359 20
971 564 37
971 576 7
971 616 56
971 705 43
971 727 97
971 790 15
972 205 74
972 230 74
972 314 44
972 425 93
972 499 51
972 524 44
972 658 72
972 670 65
972 738 78
972 806 92
972 902 13
972 968 25
972 977 21
972 978 34
973 75 80
973 119 90
973 209 77
973 236 97
973 237 31
973 303 6
973 358 97
973 500 74
973 522 35
973 543 54
973 689 91
973 717 44
973 769 37
973 807 83
973 810 35
973 823 28
973 852 76
973 865 3
973 999 79
974 545 84
974 661 19
974 674 87
974 692 31
974 770 38
975 24 7
975 262 50
975 293 75
975 299 54
975 315 10
975 412 2
975 422 57
975 454 86
975 606 67
975 697 35
975 757 87
975 766 23
975 769 34
975 822 72
975 865 43
975 953 96
975 981 77
975 987 46
976 207 54
976 327 11
976 329 1
976 393 76
976 593 23
976 716 39
977 12 99
977 201 15
977 202 64
977 358 95
977 896 75
977 982 35
978 166 85
978 250 75
978 383 13
978 421 28
978 475 39
978 549 9
978 719 29
978 897 73
978 954 77
978 993 28
979 127 21
979 504 100
979 580 55
979 764 20
979 837 73
979 854 39
979 919 80
979 954 18
979 981 92
980 50 98
980 204 72
980 222 70
980 496 77
980 517 6
980 591 88
980 892 99
981 102 39
981 135 80
981 162 74
981 287 52
981 408 47
981 666 43
981 818 1
981 825 80
981 840 32
981 867 86
981 997 42
982 149 79
982 391 90
982 398 70
982 441 23
982 628 90
982 655 87
982 765 52
982 813 32
982 821 40
982 941 13
982 959 85
983 46 4
983 56 18
983 99 88
983 151 77
983 157 88
983 160 2
983 270 35
983 278 41
983 345 4
983 387 71
983 390 55
983 703 51
983 757 34
983 791 70
983 851 47
983 944 40
984 395 76
984 421 1
984 454 64
984 540 89
984 589 79
984 748 12
984 784 69
984 945 60
985 65 42
985 142 54
985 182 18
985 372 10
985 406 11
985 764 91
985 772 48
985 817 29
985 850 94
986 114 27
986 146 21
986 454 49
986 667 70
986 720 34
987 96 92
987 250 49
987 363 55
987 385 60
987 586 78
987 694 37
987 708 81
987 825 83
987 925 27
988 82 99
988 127 22
988 170 31
988 209 52
988 235 17
988 299 91
988 352 62
988 399 2
988 453 24
988 512 34
988 557 61
988 790 91
988 804 65
988 825 91
988 841 55
989 100 4
989 292 55
989 391 66
989 579 34
989 653 34
989 684 13
989 857 64
990 40 59
990 293 64
990 336 90
990 344 52
990 431 63
990 498 77
990 537 87
990 646 77
990 707 90
990 850 46
990 902 5
991 23 32
991 40 70
991 144 25
991 400 58
991 423 79
991 593 1
991 620 71
991 674 26
991 768 84
991 856 24
991 869 1
992 29 39
992 106 58
992 197 11
992 226 83
992 366 60
992 433 28
992 715 3
992 748 98
992 938 47
992 971 87
993 9 74
993 21 91
993 60 8
993 134 49
993 275 45
993 613 17
993 631 72
994 51 90
994 53 91
994 116 80
994 132 84
994 202 36
994 251 43
994 272 100
994 335 55
994 339 18
994 748 55
994 860 44
994 895 97
994 958 84
995 163 71
995 615 75
995 703 9
995 961 6
996 71 99
996 99 90
996 112 26
996 121 68
996 227 75
996 399 22
996 411 83
996 418 74
996 448 5
996 536 61
996 637 26
996 877 59
996 931 34
997 228 12
997 347 6
997 449 97
997 555 9
997 576 63
997 596 93
997 701 25
997 733 28
997 781 18
997 931 27
998 37 9
998 129 84
998 135 43
998 173 97
998 214 96
998 259 100
998 261 91
998 427 99
998 473 53
998 518 23
998 527 90
998 601 63
998 652 68
998 725 68
999 24 32
999 58 43
999 59 26
999 198 3
999 283 98
999 309 5
999 324 63
999 421 16
999 541 91
999 581 64
999 607 63
999 657 8
999 784 87
1000 392 99
1000 403 39
1000 413 87
1000 609 81
1000 659 20
1000 986 23
69 162
499 788
696 720
269 281
809 278
959 247
701 881
495 150
682 586
74 509
956 219
877 391
580 109
997 555
386 108
587 806
269 85
593 316
156 861
597 964
491 907
562 191
139 408
340 820
993 765
680 301
983 908
43 914
369 39
468 106
499 406
911 119
842 855
435 997
67 383
312 557
289 874
747 779
281 438
950 626
202 630
278 536
537 672
450 257
711 269
362 561
675 272
679 516
478 113
513 545
495 824
453 135
49 200
913 330
989 215
307 191
844 584
78 732
255 527
989 317
796 350
877 470
974 908
337 451
20 201
347 867
377 800
1 425
351 266
106 339
480 412
881 675
347 959
406 954
485 746
622 632
448 851
453 421
758 790
223 777
342 922
643 718
721 996
143 423
261 248
761 92
12 994
766 358
952 523
663 788
269 285
420 716
135 224
488 892
365 62
20 707
983 15
424 55
10 566
477 622
0 0
